id_client,age,region,revenu_annuel,anciennete_contrat,nombre_sinistres,montant_total_sinistres,type_contrat,franchise,smoker,participation_prevention,contacts_service_client,probabilite_sinistre,montant_sinistre_estime
1126,60,Provence-Alpes-Côte d'Azur,16669,0,3,12128,Tiers,1000,Non,Oui,3,0.22,13520
1127,65,Auvergne-Rhône-Alpes,27009,15,1,5717,Tiers,500,Oui,Non,2,0.61,3375
1128,28,Provence-Alpes-Côte d'Azur,32970,17,2,12580,Tiers,1000,Oui,Non,2,0.43,1723
1129,68,Auvergne-Rhône-Alpes,51152,16,1,6032,Tiers,1000,Non,Oui,2,0.07,6383
1130,64,Nouvelle-Aquitaine,44589,5,3,13479,Tiers,800,Non,Oui,1,0.49,4059
1131,74,Nouvelle-Aquitaine,24932,13,1,2492,Tous risques,500,Oui,Oui,3,0.21,8852
1132,40,Provence-Alpes-Côte d'Azur,39903,14,2,9934,Tiers,500,Non,Non,2,0.13,10638
1133,72,Bretagne,54818,13,1,5259,Tous risques,500,Oui,Non,3,0.17,5005
1134,33,Provence-Alpes-Côte d'Azur,57487,2,4,4256,Tiers,300,Non,Non,5,0.37,10439
1135,48,Auvergne-Rhône-Alpes,31227,18,0,0,Tiers,1000,Oui,Oui,0,0.06,5475
1136,28,Provence-Alpes-Côte d'Azur,46499,11,1,6059,Tiers,500,Non,Non,0,0.35,9707
1137,71,Île-de-France,51679,1,0,0,Tiers,1000,Non,Oui,2,0.31,9679
1138,33,Auvergne-Rhône-Alpes,16915,2,1,2868,Tous risques,800,Non,Non,3,0.37,4533
1139,25,Auvergne-Rhône-Alpes,28851,17,6,37384,Tiers,800,Non,Non,2,0.27,9717
1140,21,Bretagne,61640,0,0,0,Tous risques,300,Non,Non,2,0.19,6023
1141,57,Nouvelle-Aquitaine,31387,19,3,6716,Tous risques,300,Non,Non,3,0.18,5378
1142,21,Auvergne-Rhône-Alpes,-147,5,1,5124,Tous risques,800,Non,Non,0,0.51,4694
1143,73,Nouvelle-Aquitaine,33548,4,2,6229,Tous risques,500,Non,Oui,1,0.25,5511
1144,42,Provence-Alpes-Côte d'Azur,48495,0,1,5278,Tiers,800,Non,Non,2,0.17,11907
1145,20,Île-de-France,35078,18,1,1946,Tous risques,1000,Non,Non,3,0.16,4055
1146,49,Bretagne,43584,0,1,2513,Tous risques,300,Non,Non,4,0.07,10388
1147,20,Nouvelle-Aquitaine,46258,15,0,0,Tiers,300,Non,Oui,4,0.25,13558
1148,44,Auvergne-Rhône-Alpes,30740,11,1,6717,Tiers,800,Non,Non,4,0.18,5581
1149,46,Nouvelle-Aquitaine,28767,7,1,3432,Tiers,500,Non,Non,1,0.42,927
1150,49,Auvergne-Rhône-Alpes,36841,15,5,15116,Tous risques,500,Non,Non,2,0.26,856
1151,67,Nouvelle-Aquitaine,37133,0,0,0,Tous risques,1000,Oui,Oui,4,0.33,2522
1152,78,Auvergne-Rhône-Alpes,35648,3,3,5761,Tiers,300,Oui,Non,1,0.15,2095
1153,75,Provence-Alpes-Côte d'Azur,36141,9,1,3526,Tous risques,800,Non,Non,1,0.24,11347
1154,68,Auvergne-Rhône-Alpes,26017,10,2,2822,Tous risques,800,Non,Non,1,0.18,4775
1155,36,Auvergne-Rhône-Alpes,44003,16,2,8128,Tous risques,300,Non,Non,0,0.52,9961
1156,38,Île-de-France,42190,6,0,0,Tiers,800,Non,Non,3,0.42,1115
1157,22,Auvergne-Rhône-Alpes,18967,11,4,22412,Tous risques,300,Non,Non,2,0.47,4788
1158,35,Île-de-France,30330,6,0,0,Tous risques,500,Non,Non,2,0.13,3895
1159,45,Bretagne,36116,11,1,3675,Tous risques,500,Non,Non,1,0.55,4514
1160,59,Île-de-France,28588,14,3,7043,Tous risques,800,Oui,Non,3,0.32,3265
1161,78,Provence-Alpes-Côte d'Azur,42648,1,1,5361,Tous risques,500,Non,Oui,1,0.16,9459
1162,39,Île-de-France,34197,13,0,0,Tiers,500,Non,Non,2,0.26,10108
1163,38,Bretagne,37028,12,2,3839,Tous risques,1000,Non,Non,3,0.02,2652
1164,23,Provence-Alpes-Côte d'Azur,30191,3,1,6488,Tous risques,300,Non,Non,2,0.27,11246
1165,18,Nouvelle-Aquitaine,11081,13,3,4159,Tous risques,300,Non,Non,3,0.06,4125
1166,22,Nouvelle-Aquitaine,10395,13,2,2660,Tiers,800,Oui,Oui,0,0.42,4602
1167,58,Île-de-France,42075,15,0,0,Tiers,300,Non,Non,2,0.56,12517
1168,29,Île-de-France,38202,6,1,6456,Tous risques,1000,Non,Oui,2,0.12,13566
1169,43,Bretagne,40263,18,2,8239,Tiers,800,Non,Non,1,0.08,12458
1170,63,Bretagne,36613,1,1,5727,Tiers,800,Non,Non,2,0.27,2642
1171,51,Auvergne-Rhône-Alpes,37574,9,0,0,Tiers,300,Non,Non,1,0.57,14989
1172,66,Bretagne,46628,17,2,7882,Tous risques,500,Oui,Non,4,0.15,10246
1173,31,Auvergne-Rhône-Alpes,40335,16,1,3149,Tiers,500,Oui,Non,0,0.05,7904
1174,43,Provence-Alpes-Côte d'Azur,47490,4,2,11933,Tous risques,500,Non,Non,0,0.12,14345
1175,62,Île-de-France,37057,11,3,3406,Tous risques,500,Non,Oui,3,0.2,12352
1176,44,Provence-Alpes-Côte d'Azur,31395,5,1,2463,Tiers,1000,Non,Non,1,0.11,10530
1177,26,Bretagne,37330,8,0,0,Tous risques,800,Non,Non,3,0.07,12656
1178,43,Provence-Alpes-Côte d'Azur,24965,19,3,18465,Tous risques,500,Non,Oui,1,0.55,6089
1179,74,Provence-Alpes-Côte d'Azur,30441,0,0,0,Tous risques,1000,Non,Non,2,0.1,10424
1180,64,Provence-Alpes-Côte d'Azur,37130,14,1,3425,Tous risques,800,Non,Non,1,0.1,3263
1181,74,Bretagne,36971,5,0,0,Tous risques,300,Non,Oui,3,0.17,14826
1182,39,Provence-Alpes-Côte d'Azur,33722,18,1,6831,Tous risques,300,Oui,Oui,0,0.17,9040
1183,64,Auvergne-Rhône-Alpes,18341,17,0,0,Tiers,1000,Non,Oui,2,0.33,12306
1184,73,Bretagne,42636,5,1,5238,Tous risques,800,Non,Non,1,0.45,6406
1185,47,Provence-Alpes-Côte d'Azur,45010,12,0,0,Tous risques,500,Non,Non,4,0.07,11499
1186,60,Bretagne,54724,0,1,1991,Tous risques,800,Oui,Non,1,0.27,6117
1187,65,Nouvelle-Aquitaine,40301,12,1,6528,Tous risques,500,Non,Non,4,0.28,9055
1188,78,Auvergne-Rhône-Alpes,35017,6,1,3538,Tiers,1000,Non,Oui,5,0.17,11782
1189,34,Provence-Alpes-Côte d'Azur,22843,14,0,0,Tous risques,500,Non,Non,3,0.15,2188
1190,43,Nouvelle-Aquitaine,52904,11,2,7651,Tiers,1000,Non,Oui,0,0.38,5673
1191,53,Nouvelle-Aquitaine,37973,0,1,6507,Tous risques,800,Non,Oui,3,0.31,8401
1192,18,Bretagne,37320,14,2,6644,Tiers,800,Non,Non,0,0.35,5342
1193,25,Nouvelle-Aquitaine,31951,3,2,8751,Tous risques,500,Non,Oui,1,0.15,4982
1194,66,Auvergne-Rhône-Alpes,31184,12,2,11635,Tous risques,800,Non,Non,4,0.43,4584
1195,52,Auvergne-Rhône-Alpes,43259,4,2,7125,Tous risques,500,Oui,Non,2,0.41,3802
1196,78,Île-de-France,22742,1,1,2401,Tous risques,800,Non,Oui,1,0.56,12809
1197,69,Auvergne-Rhône-Alpes,54505,0,2,13934,Tous risques,300,Non,Non,1,0.32,13893
1198,32,Nouvelle-Aquitaine,51890,15,1,6739,Tous risques,500,Non,Non,0,0.17,10652
1199,64,Auvergne-Rhône-Alpes,30751,5,0,0,Tous risques,1000,Non,Non,3,0.27,934
1200,73,Bretagne,24633,15,1,5130,Tous risques,300,Non,Oui,1,0.62,11900
1201,39,Île-de-France,10817,13,3,8307,Tous risques,1000,Oui,Oui,2,0.29,8213
1202,31,Nouvelle-Aquitaine,19983,2,3,19441,Tous risques,800,Non,Non,4,0.19,11492
1203,43,Île-de-France,43758,14,1,2653,Tiers,300,Non,Non,1,0.23,6841
1204,45,Nouvelle-Aquitaine,38784,2,0,0,Tous risques,800,Non,Oui,1,0.24,1098
1205,40,Bretagne,40923,1,4,26038,Tiers,500,Non,Non,4,0.25,10385
1206,31,Île-de-France,12853,0,3,13854,Tous risques,1000,Non,Oui,1,0.25,6939
1207,41,Provence-Alpes-Côte d'Azur,30250,8,2,11636,Tiers,800,Non,Oui,5,0.51,13173
1208,19,Nouvelle-Aquitaine,51407,8,1,5750,Tous risques,1000,Non,Oui,3,0.27,11203
1209,62,Provence-Alpes-Côte d'Azur,33847,6,3,6476,Tiers,1000,Non,Non,2,0.17,5713
1210,43,Île-de-France,19732,2,2,10015,Tiers,800,Non,Oui,0,0.06,10999
1211,31,Provence-Alpes-Côte d'Azur,33660,17,1,1560,Tiers,500,Non,Non,2,0.21,7680
1212,76,Provence-Alpes-Côte d'Azur,25747,10,0,0,Tiers,1000,Non,Non,3,0.3,3391
1213,73,Île-de-France,39004,6,2,3946,Tous risques,800,Non,Oui,3,0.29,6588
1214,68,Bretagne,35246,8,1,3498,Tiers,500,Non,Non,1,0.46,3727
1215,24,Provence-Alpes-Côte d'Azur,41519,0,0,0,Tiers,800,Non,Non,2,0.52,572
1216,20,Provence-Alpes-Côte d'Azur,20384,13,3,20769,Tiers,500,Non,Non,0,0.2,4078
1217,64,Bretagne,29615,19,0,0,Tous risques,1000,Non,Non,1,0.26,3538
1218,40,Provence-Alpes-Côte d'Azur,48085,5,2,8383,Tous risques,300,Non,Non,4,0.26,562
1219,63,Provence-Alpes-Côte d'Azur,18748,6,0,0,Tiers,800,Non,Oui,3,0.18,11866
1220,60,Provence-Alpes-Côte d'Azur,22962,9,2,13452,Tous risques,1000,Non,Non,1,0.31,1616
1221,64,Auvergne-Rhône-Alpes,37391,6,1,3871,Tous risques,800,Non,Oui,1,0.52,7011
1222,77,Bretagne,38440,1,1,5194,Tiers,800,Non,Non,0,0.26,6559
1223,62,Provence-Alpes-Côte d'Azur,29133,3,2,13061,Tous risques,500,Non,Oui,3,0.3,3130
1224,35,Bretagne,31658,16,1,3240,Tiers,800,Non,Oui,1,0.29,14519
1225,75,Nouvelle-Aquitaine,41398,0,1,6412,Tous risques,500,Non,Non,1,0.58,9254
1226,55,Nouvelle-Aquitaine,45195,9,1,6504,Tiers,1000,Non,Oui,1,0.06,12295
1227,52,Provence-Alpes-Côte d'Azur,22169,18,2,13167,Tous risques,800,Non,Non,1,0.15,7694
1228,68,Bretagne,39371,14,3,7868,Tiers,1000,Non,Oui,0,0.47,10980
1229,32,Bretagne,53144,9,3,10206,Tous risques,300,Non,Non,1,0.16,14561
1230,42,Bretagne,33609,18,1,6222,Tous risques,1000,Non,Oui,2,0.24,5551
1231,72,Auvergne-Rhône-Alpes,22041,11,1,3154,Tiers,800,Non,Non,0,0.18,7811
1232,54,Nouvelle-Aquitaine,21486,15,1,4601,Tous risques,300,Non,Non,2,0.09,7960
1233,45,Bretagne,33071,8,2,3416,Tiers,500,Oui,Non,2,0.16,14883
1234,27,Bretagne,47430,14,3,4012,Tous risques,300,Non,Oui,0,0.14,3879
1235,56,Auvergne-Rhône-Alpes,34510,16,0,0,Tiers,800,Non,Non,4,0.28,10291
1236,74,Auvergne-Rhône-Alpes,37270,13,1,4473,Tiers,800,Non,Non,1,0.42,2504
1237,34,Bretagne,23043,17,2,6712,Tous risques,1000,Non,Non,2,0.23,13942
1238,56,Île-de-France,46797,1,1,4466,Tous risques,500,Non,Non,3,0.18,9060
1239,39,Bretagne,21252,3,1,4090,Tous risques,800,Non,Non,2,0.28,12961
1240,43,Bretagne,28946,17,1,5114,Tiers,800,Non,Non,1,0.3,13481
1241,79,Auvergne-Rhône-Alpes,42558,6,2,9794,Tiers,500,Non,Oui,2,0.22,8578
1242,61,Auvergne-Rhône-Alpes,10526,12,1,3545,Tous risques,500,Non,Oui,3,0.37,10389
1243,42,Bretagne,37087,14,2,7099,Tous risques,1000,Non,Non,1,0.18,10631
1244,34,Bretagne,22531,0,0,0,Tiers,300,Non,Oui,1,0.08,7176
1245,30,Bretagne,35198,10,0,0,Tiers,500,Oui,Oui,1,0.4,6805
1246,37,Auvergne-Rhône-Alpes,30775,9,1,4523,Tiers,800,Non,Oui,1,0.13,3199
1247,42,Bretagne,60270,4,1,3858,Tiers,500,Non,Oui,0,0.14,6066
1248,21,Bretagne,30282,15,2,5908,Tiers,800,Non,Non,3,0.38,14865
1249,27,Provence-Alpes-Côte d'Azur,57111,10,3,15989,Tiers,1000,Non,Non,2,0.07,4412
1250,20,Île-de-France,42043,5,2,2895,Tous risques,300,Non,Non,2,0.47,11555
1251,58,Nouvelle-Aquitaine,25382,8,1,6486,Tous risques,1000,Non,Non,0,0.13,1360
1252,62,Île-de-France,38969,12,1,1123,Tiers,500,Non,Non,3,0.32,7278
1253,35,Provence-Alpes-Côte d'Azur,31347,7,1,6774,Tiers,800,Non,Non,0,0.25,1346
1254,64,Nouvelle-Aquitaine,37905,13,1,3774,Tiers,500,Non,Non,3,0.29,7399
1255,53,Bretagne,26433,0,2,6952,Tous risques,500,Non,Non,2,0.12,899
1256,64,Provence-Alpes-Côte d'Azur,55282,16,2,5077,Tous risques,500,Non,Non,1,0.34,9392
1257,39,Bretagne,46104,4,1,1060,Tous risques,500,Non,Non,1,0.34,9004
1258,51,Auvergne-Rhône-Alpes,35381,1,0,0,Tous risques,300,Non,Oui,2,0.41,12068
1259,64,Provence-Alpes-Côte d'Azur,55749,8,3,4969,Tous risques,800,Non,Oui,1,0.19,8957
1260,25,Auvergne-Rhône-Alpes,35891,3,1,4958,Tiers,500,Non,Non,2,0.29,13926
1261,57,Provence-Alpes-Côte d'Azur,48171,16,1,2914,Tiers,800,Non,Non,3,0.48,11855
1262,66,Provence-Alpes-Côte d'Azur,35459,16,2,11206,Tous risques,300,Oui,Non,2,0.17,2423
1263,61,Auvergne-Rhône-Alpes,39726,17,0,0,Tiers,800,Non,Non,0,0.56,4349
1264,36,Nouvelle-Aquitaine,34022,15,1,6401,Tous risques,800,Non,Non,1,0.09,880
1265,59,Île-de-France,36143,7,1,4137,Tous risques,300,Non,Non,0,0.43,6098
1266,58,Bretagne,37046,10,3,5061,Tous risques,500,Non,Non,3,0.18,7888
1267,54,Provence-Alpes-Côte d'Azur,26963,17,3,10215,Tiers,800,Non,Non,4,0.17,14216
1268,23,Bretagne,30187,9,2,4481,Tous risques,1000,Non,Non,3,0.28,8072
1269,69,Auvergne-Rhône-Alpes,32398,12,2,4396,Tous risques,800,Oui,Oui,0,0.5,11824
1270,43,Bretagne,37756,16,1,4038,Tous risques,500,Non,Non,3,0.15,4386
1271,51,Auvergne-Rhône-Alpes,34633,17,1,5031,Tous risques,1000,Non,Non,2,0.28,2720
1272,76,Bretagne,49076,9,1,6469,Tous risques,500,Non,Non,4,0.37,12257
1273,73,Île-de-France,45165,15,0,0,Tiers,800,Oui,Non,1,0.3,4087
1274,76,Île-de-France,32644,19,1,6795,Tous risques,300,Non,Non,3,0.3,13134
1275,62,Île-de-France,51581,4,1,6649,Tiers,500,Non,Oui,1,0.1,2962
1276,23,Île-de-France,57476,12,1,6190,Tiers,500,Non,Non,2,0.05,12848
1277,54,Île-de-France,10474,17,3,11999,Tous risques,300,Non,Non,2,0.29,11706
1278,74,Île-de-France,46187,16,2,3690,Tous risques,800,Non,Oui,2,0.37,9362
1279,50,Auvergne-Rhône-Alpes,26684,8,0,0,Tiers,500,Oui,Non,6,0.18,12828
1280,70,Provence-Alpes-Côte d'Azur,44608,13,5,24430,Tiers,800,Oui,Non,1,0.1,5295
1281,39,Bretagne,49858,16,0,0,Tiers,800,Non,Non,2,0.41,2907
1282,38,Île-de-France,24476,3,0,0,Tous risques,800,Non,Non,2,0.24,2777
1283,23,Auvergne-Rhône-Alpes,12772,17,6,23243,Tiers,300,Non,Oui,1,0.47,4420
1284,23,Auvergne-Rhône-Alpes,45025,19,2,2209,Tiers,800,Non,Non,1,0.22,6970
1285,72,Auvergne-Rhône-Alpes,36624,14,2,10806,Tiers,800,Non,Non,2,0.36,13202
1286,65,Provence-Alpes-Côte d'Azur,14978,10,0,0,Tous risques,1000,Oui,Non,1,0.06,1798
1287,21,Bretagne,65354,11,3,14324,Tous risques,1000,Non,Non,5,0.52,13771
1288,47,Provence-Alpes-Côte d'Azur,42493,8,0,0,Tiers,1000,Non,Oui,1,0.06,13919
1289,28,Nouvelle-Aquitaine,43041,12,0,0,Tous risques,500,Non,Non,0,0.25,11044
1290,79,Auvergne-Rhône-Alpes,51389,14,0,0,Tiers,500,Non,Non,4,0.7,13554
1291,79,Nouvelle-Aquitaine,28030,14,0,0,Tous risques,1000,Non,Non,2,0.25,11664
1292,47,Île-de-France,36565,4,2,5127,Tous risques,300,Non,Non,2,0.4,8160
1293,48,Île-de-France,19168,18,0,0,Tiers,300,Non,Non,2,0.02,9210
1294,41,Provence-Alpes-Côte d'Azur,27704,19,0,0,Tiers,1000,Oui,Non,1,0.12,9609
1295,72,Bretagne,39627,13,3,12984,Tous risques,500,Non,Non,1,0.34,2339
1296,26,Nouvelle-Aquitaine,15016,16,1,4451,Tiers,500,Non,Non,3,0.05,3299
1297,72,Bretagne,27364,17,1,1785,Tous risques,300,Oui,Oui,1,0.47,8088
1298,20,Provence-Alpes-Côte d'Azur,23864,2,0,0,Tiers,800,Non,Non,0,0.4,2170
1299,68,Île-de-France,36705,1,1,2609,Tiers,300,Oui,Non,7,0.02,14492
1300,48,Bretagne,41896,0,3,18156,Tous risques,800,Non,Non,2,0.34,7853
1301,57,Bretagne,43905,9,2,5762,Tous risques,500,Non,Non,1,0.12,6011
1302,54,Île-de-France,46985,18,0,0,Tous risques,500,Non,Non,2,0.33,2784
1303,53,Nouvelle-Aquitaine,51465,16,2,7142,Tiers,1000,Oui,Non,0,0.21,6539
1304,41,Île-de-France,42286,11,2,10719,Tous risques,500,Non,Oui,2,0.06,4885
1305,48,Bretagne,57648,0,1,4060,Tous risques,800,Non,Non,3,0.11,1774
1306,23,Nouvelle-Aquitaine,36434,11,1,4731,Tous risques,300,Non,Non,2,0.13,14521
1307,19,Nouvelle-Aquitaine,32920,16,1,3372,Tous risques,1000,Non,Non,1,0.33,4342
1308,37,Île-de-France,42287,2,2,11218,Tiers,800,Non,Non,1,0.61,10511
1309,45,Bretagne,32403,10,1,3551,Tous risques,300,Non,Non,2,0.57,1824
1310,28,Provence-Alpes-Côte d'Azur,57230,16,0,0,Tous risques,300,Non,Non,2,0.37,13740
1311,21,Bretagne,48571,2,1,4106,Tiers,300,Non,Oui,5,0.1,9065
1312,32,Auvergne-Rhône-Alpes,44003,7,1,5990,Tous risques,500,Non,Non,0,0.01,10024
1313,23,Provence-Alpes-Côte d'Azur,36577,19,0,0,Tiers,300,Oui,Non,2,0.33,11835
1314,71,Nouvelle-Aquitaine,30110,3,1,3094,Tiers,500,Non,Non,5,0.07,9285
1315,66,Provence-Alpes-Côte d'Azur,43415,6,2,10043,Tous risques,300,Non,Oui,4,0.48,1528
1316,47,Nouvelle-Aquitaine,21474,13,0,0,Tiers,300,Non,Non,4,0.14,6728
1317,73,Nouvelle-Aquitaine,53412,13,2,13172,Tiers,500,Non,Non,2,0.11,4299
1318,55,Provence-Alpes-Côte d'Azur,32868,3,1,6048,Tous risques,500,Non,Oui,1,0.29,7557
1319,68,Nouvelle-Aquitaine,38661,15,4,19538,Tous risques,800,Non,Non,0,0.14,6362
1320,79,Nouvelle-Aquitaine,24084,0,2,6098,Tous risques,300,Non,Oui,2,0.57,12484
1321,74,Auvergne-Rhône-Alpes,43675,16,3,17032,Tous risques,500,Oui,Non,3,0.26,4082
1322,19,Bretagne,29555,9,2,8902,Tiers,800,Non,Non,3,0.25,3418
1323,32,Bretagne,42790,15,2,13823,Tous risques,800,Non,Non,0,0.4,14392
1324,28,Auvergne-Rhône-Alpes,44088,15,0,0,Tous risques,500,Non,Non,4,0.31,14267
1325,25,Provence-Alpes-Côte d'Azur,27228,7,4,5911,Tiers,300,Non,Oui,2,0.38,14905
1326,43,Île-de-France,21517,6,0,0,Tous risques,800,Non,Non,4,0.52,8741
1327,68,Île-de-France,53382,5,1,4840,Tiers,300,Non,Non,3,0.13,2140
1328,62,Île-de-France,32692,15,1,6635,Tiers,300,Oui,Non,0,0.41,13262
1329,61,Auvergne-Rhône-Alpes,37698,19,1,1011,Tous risques,800,Non,Non,2,0.32,2604
1330,22,Auvergne-Rhône-Alpes,40825,15,1,5354,Tous risques,500,Oui,Non,1,0.11,2756
1331,23,Nouvelle-Aquitaine,19955,6,0,0,Tiers,300,Oui,Oui,3,0.15,3304
1332,43,Île-de-France,40551,8,0,0,Tiers,1000,Non,Oui,4,0.36,9974
1333,71,Provence-Alpes-Côte d'Azur,36189,13,1,3132,Tous risques,500,Non,Oui,2,0.63,2054
1334,21,Provence-Alpes-Côte d'Azur,27277,10,0,0,Tiers,800,Oui,Non,2,0.46,11785
1335,36,Île-de-France,21121,13,0,0,Tiers,1000,Non,Non,3,0.1,1344
1336,37,Île-de-France,42270,6,1,5532,Tous risques,300,Non,Non,3,0.33,2101
1337,50,Île-de-France,48532,0,1,2602,Tous risques,500,Non,Non,0,0.13,6800
1338,37,Auvergne-Rhône-Alpes,37143,12,2,7722,Tous risques,1000,Oui,Non,6,0.3,5997
1339,66,Auvergne-Rhône-Alpes,17786,19,3,17807,Tous risques,500,Non,Non,2,0.27,14850
1340,29,Auvergne-Rhône-Alpes,22312,2,2,5256,Tous risques,300,Non,Oui,4,0.28,14519
1341,64,Bretagne,29814,19,1,2111,Tous risques,500,Non,Non,2,0.15,3250
1342,18,Provence-Alpes-Côte d'Azur,53775,3,1,5087,Tiers,1000,Non,Oui,3,0.07,14226
1343,43,Provence-Alpes-Côte d'Azur,32038,10,0,0,Tous risques,500,Non,Non,1,0.63,10537
1344,31,Nouvelle-Aquitaine,29377,1,1,4086,Tous risques,800,Oui,Non,5,0.53,6428
1345,55,Auvergne-Rhône-Alpes,14918,13,1,2540,Tiers,800,Non,Oui,2,0.31,11224
1346,54,Bretagne,27119,11,1,1209,Tiers,1000,Oui,Non,2,0.28,13552
1347,79,Bretagne,20204,16,2,6923,Tous risques,500,Non,Oui,1,0.31,3112
1348,28,Provence-Alpes-Côte d'Azur,22961,11,0,0,Tiers,1000,Non,Non,0,0.52,3341
1349,53,Auvergne-Rhône-Alpes,36439,11,2,12871,Tiers,500,Non,Non,1,0.23,6426
1350,30,Nouvelle-Aquitaine,30186,0,4,4990,Tous risques,300,Oui,Non,1,0.23,2953
1351,60,Auvergne-Rhône-Alpes,55393,12,2,7179,Tous risques,800,Non,Non,1,0.24,5725
1352,20,Île-de-France,47936,13,1,1313,Tous risques,300,Non,Non,2,0.19,9862
1353,50,Auvergne-Rhône-Alpes,27693,1,1,1573,Tiers,500,Oui,Non,1,0.2,12285
1354,23,Île-de-France,23998,11,1,4953,Tiers,300,Non,Oui,3,0.49,4878
1355,67,Île-de-France,51591,15,4,19530,Tous risques,1000,Non,Oui,3,0.3,4585
1356,73,Nouvelle-Aquitaine,54920,3,1,1198,Tiers,1000,Non,Oui,3,0.2,11806
1357,27,Provence-Alpes-Côte d'Azur,8669,7,1,1006,Tous risques,500,Non,Non,4,0.26,6024
1358,22,Auvergne-Rhône-Alpes,36114,1,0,0,Tiers,800,Oui,Non,3,0.1,12367
1359,40,Île-de-France,31977,9,1,5577,Tous risques,1000,Non,Non,4,0.25,14904
1360,27,Auvergne-Rhône-Alpes,42789,8,1,4507,Tous risques,800,Oui,Non,1,0.36,14705
1361,61,Provence-Alpes-Côte d'Azur,58312,14,1,1228,Tiers,500,Non,Oui,3,0.13,10108
1362,19,Provence-Alpes-Côte d'Azur,29191,12,1,3928,Tous risques,800,Non,Oui,3,0.05,5940
1363,30,Bretagne,10271,16,1,5272,Tiers,500,Non,Non,1,0.45,1449
1364,57,Provence-Alpes-Côte d'Azur,41948,15,1,6213,Tiers,300,Non,Oui,2,0.12,11201
1365,19,Nouvelle-Aquitaine,51679,1,2,13208,Tous risques,500,Oui,Non,3,0.29,14680
1366,37,Île-de-France,31354,19,0,0,Tiers,300,Non,Non,1,0.35,1485
1367,18,Bretagne,26539,19,2,3629,Tous risques,500,Non,Non,3,0.25,589
1368,54,Nouvelle-Aquitaine,29752,13,1,2421,Tiers,1000,Non,Non,3,0.15,12560
1369,26,Auvergne-Rhône-Alpes,45202,2,1,5657,Tiers,1000,Oui,Non,1,0.27,1982
1370,34,Île-de-France,29546,11,1,6828,Tiers,800,Non,Non,6,0.35,1683
1371,26,Provence-Alpes-Côte d'Azur,38945,7,1,3798,Tous risques,500,Non,Oui,6,0.5,13699
1372,28,Île-de-France,35333,1,3,8496,Tous risques,500,Non,Non,1,0.2,1653
1373,32,Auvergne-Rhône-Alpes,34095,3,2,7150,Tiers,500,Oui,Oui,5,0.29,2153
1374,41,Bretagne,43415,13,3,8486,Tiers,800,Oui,Oui,2,0.35,8758
1375,55,Bretagne,29257,15,0,0,Tous risques,1000,Non,Non,1,0.18,11473
1376,72,Bretagne,29832,18,1,4562,Tous risques,500,Non,Non,2,0.23,6293
1377,52,Provence-Alpes-Côte d'Azur,44571,1,3,3283,Tous risques,800,Oui,Oui,0,0.37,6598
1378,47,Nouvelle-Aquitaine,23156,11,0,0,Tous risques,500,Non,Oui,4,0.17,9673
1379,48,Nouvelle-Aquitaine,24437,13,3,14904,Tous risques,300,Non,Oui,1,0.18,7828
1380,66,Île-de-France,19876,5,0,0,Tiers,500,Non,Non,1,0.32,770
1381,22,Provence-Alpes-Côte d'Azur,45188,12,0,0,Tiers,300,Non,Non,0,0.1,2146
1382,79,Bretagne,33737,3,1,2760,Tiers,800,Non,Oui,1,0.23,8933
1383,77,Bretagne,19236,17,0,0,Tous risques,800,Non,Non,2,0.12,12008
1384,61,Auvergne-Rhône-Alpes,45245,11,0,0,Tous risques,1000,Non,Non,3,0.14,11564
1385,67,Auvergne-Rhône-Alpes,28333,19,2,2265,Tous risques,500,Non,Non,2,0.23,11230
1386,31,Bretagne,24539,18,0,0,Tiers,800,Non,Non,2,0.12,11683
1387,70,Bretagne,32651,7,1,2648,Tous risques,1000,Non,Non,2,0.17,1144
1388,73,Provence-Alpes-Côte d'Azur,52744,6,0,0,Tous risques,500,Non,Non,4,0.37,13478
1389,28,Nouvelle-Aquitaine,30260,15,0,0,Tous risques,800,Non,Non,1,0.13,13394
1390,26,Auvergne-Rhône-Alpes,41904,18,1,6177,Tiers,300,Non,Oui,2,0.65,8212
1391,51,Nouvelle-Aquitaine,43724,5,0,0,Tous risques,800,Non,Non,3,0.33,4104
1392,29,Provence-Alpes-Côte d'Azur,40319,19,1,6966,Tiers,300,Non,Non,2,0.44,9086
1393,52,Bretagne,50252,10,2,13759,Tous risques,1000,Non,Oui,5,0.31,8589
1394,52,Nouvelle-Aquitaine,26514,4,1,6293,Tous risques,1000,Non,Oui,0,0.38,3732
1395,18,Bretagne,22479,15,1,4449,Tiers,500,Oui,Oui,5,0.44,9245
1396,57,Bretagne,22244,6,2,6776,Tous risques,500,Non,Non,2,0.38,12060
1397,39,Île-de-France,33266,4,5,15931,Tiers,500,Non,Oui,2,0.19,12188
1398,77,Nouvelle-Aquitaine,23635,10,2,2145,Tous risques,1000,Non,Non,1,0.43,1365
1399,46,Nouvelle-Aquitaine,36770,14,0,0,Tiers,300,Non,Non,3,0.4,3358
1400,25,Bretagne,35923,2,5,26564,Tous risques,500,Non,Non,1,0.41,10189
1401,28,Provence-Alpes-Côte d'Azur,47222,4,0,0,Tous risques,500,Non,Non,3,0.06,12967
1402,58,Île-de-France,38493,4,1,6498,Tiers,1000,Non,Non,3,0.15,8057
